conservation_status
"Near Threatened - Gần bị đe doạ"
"Near Threatened - Gần bị đe doạ"
"Vulnerable - Bị đe dọa"
"Vulnerable - Bị đe dọa"


"Near Threatened - Gần bị đe doạ"



"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"

"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"

"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Critically Endangered - Cực kỳ nguy cấp"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Endangered - Nguy cấp"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Vulnerable -  Bị đe doạ"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Critically Endangered - Cực kỳ nguy cấp"
"Critically Endangered - Cực kỳ nguy cấp"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Vulnerable - Bị đe doạ"
"Least Concern - Ít quan tâm"
"Vulnerable -  Bị đe doạ"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"

"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"

"Vulnerable -  Bị đe doạ"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"

"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
"Least Concern - Ít quan tâm"
